Air temperature,Process temperature,Rotational speed,Torque,Tool wear,Type_L,Type_M,temp_diff,thermal_load,power,speed_torque_ratio,wear_torque_interaction,normalized_wear,log_power,log_tool_wear
299.1,310.5,1389,61.4,64,True,False,11.399999999999977,431284.5,8930.982427478135,22.622149468694637,3929.6,64.0,9.097393645591133,4.174387269895637
302.4,310.2,1351,45.1,168,True,False,7.800000000000011,419080.2,6380.585151416381,29.95565343779039,7576.8,168.0,8.761171801813529,5.1298987149230735
299.1,310.5,1532,36.6,62,True,False,11.399999999999977,475686.0,5871.762333265467,41.85792235360868,2269.2000000000003,62.0,8.678080387015186,4.143134726391533
300.6,309.6,1726,30.0,147,True,False,9.0,534369.6000000001,5422.388920095983,57.533331415555615,4410.0,147.0,8.598476161049174,4.997212273764115
301.7,311.2,1589,37.9,75,True,False,9.5,494496.8,6306.548284546783,41.92612026580158,2842.5,75.0,8.749502335586472,4.330733340286331
296.8,307.5,1347,54.8,43,True,False,10.699999999999989,414202.5,7729.951556010758,24.580291522257458,2356.4,43.0,8.952987233101224,3.784189633918261
300.7,311.8,1486,47.3,19,True,False,11.100000000000023,463334.8,7360.5212038996215,31.41648982206153,898.6999999999999,19.0,8.904021875678904,2.995732273553991
299.6,311.0,1430,38.3,124,True,False,11.399999999999977,444730.0,5735.396268148646,37.3368136465584,4749.2,124.0,8.65458646429851,4.8283137373023015
297.1,308.3,1403,54.1,179,True,False,11.199999999999989,432544.9,7948.4702690189515,25.933456082560888,9683.9,179.0,8.980860572600507,5.19295685089021
300.7,310.6,1520,45.9,146,True,False,9.900000000000034,472112.00000000006,7306.087875188424,33.115467688116176,6701.4,146.0,8.89660009788401,4.990432586778736
298.9,308.2,1372,63.6,30,False,True,9.300000000000011,422850.39999999997,9137.762055937417,21.572326704837632,1908.0,33.0,9.120280212817425,3.4339872044851463
298.7,309.8,1354,53.3,212,True,False,11.100000000000023,419469.2,7557.43623142663,25.403376634082992,11299.599999999999,212.0,8.930419600082754,5.3612921657094255
299.7,309.1,1347,55.3,139,True,False,9.400000000000034,416357.7,7800.480311083849,24.35804657580386,7686.7,139.0,8.962068778143367,4.941642422609304
300.7,309.5,1508,39.9,59,True,False,8.800000000000011,466726.0,6300.903889745832,37.79448526830864,2354.1,59.0,8.748607071446536,4.0943445622221
303.0,312.8,1648,32.1,104,False,True,9.800000000000011,515494.4,5539.758821634097,51.33956226356504,3338.4,114.4,8.6198867417757,4.653960350157523
300.4,311.7,1832,24.2,179,False,True,11.300000000000011,571034.4,4642.687511377044,75.70247621064148,4331.8,196.9,8.443264051875296,5.19295685089021
302.0,311.1,1406,48.8,159,False,True,9.100000000000023,437406.60000000003,7185.1156140741905,28.811474819436995,7759.2,174.9,8.879906056338111,5.075173815233827
298.3,308.1,1326,58.4,90,True,False,9.800000000000011,408540.60000000003,8109.330284858261,22.705479063262345,5256.0,90.0,9.000893871910064,4.51085950651685
298.9,310.3,1456,44.1,118,True,False,11.400000000000034,451796.8,6724.013588331307,33.01587226721378,5203.8,118.0,8.81358922503771,4.77912349311153
298.0,308.5,1702,26.7,203,True,False,10.5,525067.0,4758.821719804747,63.74531596459491,5420.099999999999,203.0,8.467965492701522,5.318119993844216
302.6,311.4,1738,25.8,128,True,False,8.799999999999955,541213.2,4695.6757074675925,67.36433847425045,3302.4,128.0,8.454610241162634,4.859812404361672
297.1,308.2,1347,50.8,49,True,False,11.099999999999966,415145.39999999997,7165.721515426031,26.51574750953253,2489.2,49.0,8.877203578733619,3.912023005428146
303.8,312.7,1664,29.3,178,True,False,8.899999999999977,520332.8,5105.632604810036,56.79180693543321,5215.400000000001,178.0,8.538295484527865,5.187385805840755
298.6,309.8,1637,34.6,207,True,False,11.199999999999989,507142.60000000003,5931.347873928553,47.312137360920886,7162.200000000001,207.0,8.68817534515409,5.337538079701318
301.6,311.1,1907,21.5,102,True,False,9.5,593267.7000000001,4293.56231978361,88.69767029313161,2193.0,102.0,8.365104924635185,4.634728988229636
302.3,311.2,1505,36.7,78,False,True,8.899999999999977,468356.0,5784.038594401728,41.008173269532065,2862.6000000000004,85.80000000000001,8.663030311066496,4.3694478524670215
298.2,309.0,1410,47.6,76,False,True,10.800000000000011,435690.0,7028.371084611086,29.621848117188065,3617.6,83.60000000000001,8.857852519154285,4.343805421853684
296.8,307.9,1709,28.4,118,True,False,11.099999999999966,526201.1,5082.636146585759,60.17605421915302,3351.2,118.0,8.533782061413387,4.77912349311153
297.2,308.3,1776,28.0,43,False,True,11.100000000000023,547540.8,5207.503982590441,63.42856916326539,1204.0,47.300000000000004,8.558047950057107,3.784189633918261
300.2,310.2,1600,31.5,23,True,False,10.0,496320.0,5277.875658030853,50.793649181153995,724.5,23.0,8.571468410469846,3.1780538303479458
301.0,310.7,1391,45.0,123,True,False,9.699999999999989,432183.7,6554.933071715104,30.91111042419755,5535.0,123.0,8.788125731104335,4.820281565605037
298.7,309.3,1402,45.3,190,False,False,10.600000000000023,433638.60000000003,6650.814479502664,30.94922668986255,8607.0,228.0,8.802644950492551,5.25227342804663
298.1,307.9,1496,40.0,0,False,True,9.799999999999955,460618.39999999997,6266.430146360441,37.399999065000024,0.0,0.0,8.74312168459506,0.0
301.5,310.3,1415,41.6,28,True,False,8.800000000000011,439074.5,6164.223665363653,34.0144222592687,1164.8,28.0,8.726679694804686,3.367295829986474
301.1,311.1,1711,29.1,170,True,False,10.0,532292.1000000001,5214.007079383371,58.79724883858251,4947.0,170.0,8.559295724937954,5.14166355650266
296.8,307.8,1664,32.8,142,False,True,11.0,512179.2,5715.520458626935,50.73170577037483,4657.599999999999,156.20000000000002,8.65111558784852,4.962844630259907
298.2,308.4,1477,49.9,72,True,False,10.199999999999989,455506.8,7718.086807755699,29.599197803623294,3592.7999999999997,72.0,8.951451346871293,4.290459441148391
297.4,309.0,1520,37.0,147,False,True,11.600000000000023,469680.0,5889.439027929666,41.08107997078162,5439.0,161.70000000000002,8.681085811716665,4.997212273764115
298.9,308.9,1487,39.5,30,False,True,10.0,459334.3,6150.871896585897,37.6455686672008,1185.0,33.0,8.72451168791697,3.4339872044851463
299.3,309.1,1551,39.1,147,True,False,9.800000000000011,479414.10000000003,6350.63530145216,39.66751816707115,5747.7,147.0,8.756467586519891,4.997212273764115
298.3,308.2,1663,28.4,67,True,False,9.899999999999977,512536.6,4945.830258497435,58.5563359663262,1902.8,67.0,8.506502298631242,4.219507705176107
301.0,311.0,1423,38.6,199,False,True,10.0,442553.0,5752.025765261648,36.86528401903409,7681.400000000001,218.9,8.657481215431684,5.298317366548036
301.5,311.1,1434,49.6,129,True,False,9.600000000000023,446117.4,7448.339190542969,28.91128973969174,6398.400000000001,129.0,8.915880608183617,4.867534450455582
300.5,311.6,1476,39.1,199,False,True,11.100000000000023,459921.60000000003,6043.544619563757,37.74935964835397,7780.900000000001,218.9,8.706911428460074,5.298317366548036
300.6,310.0,1425,49.5,174,True,False,9.399999999999977,441750.0,7386.669726753,28.787878206305493,8613.0,174.0,8.907567636307018,5.1647859739235145
301.3,310.8,1455,41.2,56,False,True,9.5,452214.0,6277.530440403125,35.31553312340939,2307.2000000000003,61.60000000000001,8.744891225773262,4.04305126783455
297.2,308.4,1863,26.0,110,False,True,11.199999999999989,574549.2,5072.41549848608,71.6538433979291,2860.0,121.00000000000001,8.531769538113021,4.709530201312334
298.8,308.8,1523,44.4,55,True,False,10.0,470302.4,7081.275504897538,34.30180102923872,2442.0,55.0,8.865350534047,4.02535169073515
300.4,310.0,1769,26.1,38,True,False,9.600000000000023,548390.0,4835.005341654299,67.77777518092815,991.8000000000001,38.0,8.483844316294515,3.6635616461296463
301.6,311.1,1408,44.4,106,True,False,9.5,438028.80000000005,6546.576435256554,31.71171099748399,4706.4,106.0,8.786850250274254,4.672828834461906
298.7,309.6,1424,50.4,32,False,True,10.900000000000034,440870.4,7515.694937035934,28.25396769337366,1612.8,35.2,8.924881817280378,3.4965075614664802
301.5,310.7,1435,38.5,224,True,False,9.199999999999989,445854.5,5785.504670973403,37.27272630460451,8624.0,224.0,8.66328370450692,5.41610040220442
298.0,308.1,1552,36.6,190,False,True,10.100000000000023,478171.2,5948.417194013057,42.4043704261101,6954.0,209.00000000000003,8.691048543156162,5.25227342804663
302.2,311.6,1592,37.7,79,False,True,9.400000000000034,496067.2,6285.112150673789,42.228115590766166,2978.3,86.9,8.746098058540037,4.382026634673881
300.6,310.4,1494,47.3,118,True,False,9.799999999999955,463737.6,7400.147159236901,31.58562301087478,5581.4,118.0,8.909390288696168,4.77912349311153
297.5,309.4,1433,48.3,139,False,True,11.899999999999977,443370.19999999995,7248.062658876618,29.668736445781857,6713.7,152.9,8.88862745105944,4.941642422609304
297.3,308.7,1491,40.2,112,True,False,11.399999999999977,460271.7,6276.7136263131915,37.08955131618031,4502.400000000001,112.0,8.744761120928732,4.727387818712341
300.1,311.5,2218,17.0,123,True,False,11.399999999999977,690907.0,3948.5630865418916,130.47058056055408,2091.0,123.0,8.281360240775268,4.820281565605037
302.0,310.9,1679,29.0,222,False,False,8.899999999999977,522001.1,5098.909596531354,57.89654972770518,6438.0,266.4,8.536978092384985,5.407171771460119
299.2,308.4,1393,48.4,35,True,False,9.199999999999989,429601.19999999995,7060.331553873606,28.780991140888617,1694.0,35.0,8.862388918068065,3.58351893845611
302.1,310.7,1364,47.8,213,False,True,8.599999999999966,423794.8,6827.64425799772,28.535564256578155,10181.4,234.3,8.828881434764515,5.365976015021851
300.0,309.2,1635,32.4,4,False,True,9.199999999999989,505542.0,5547.424307708856,50.46296140546416,129.6,4.4,8.6212692579099,1.6094379124341003
301.4,310.8,1431,44.3,21,True,False,9.400000000000034,444754.8,6638.530852227128,32.30248234080176,930.3,21.0,8.800796585189241,3.091042453358316
300.8,310.3,1537,33.3,52,True,False,9.5,476931.10000000003,5359.776978509938,46.15615477008545,1731.6,52.0,8.586864202236582,3.970291913552122
299.7,309.2,1572,32.8,142,False,False,9.5,486062.39999999997,5399.518125577849,47.926827807108914,4657.599999999999,170.4,8.59425017713062,4.962844630259907
296.8,307.9,1843,25.2,116,False,True,11.099999999999966,567459.7,4863.56241887543,73.13491773274136,2923.2,127.60000000000001,8.489732045842139,4.762173934797756
298.0,307.7,1547,36.8,186,False,False,9.699999999999989,476011.89999999997,5961.653771060182,42.03804233592277,6844.799999999999,223.2,8.693270924559677,5.231108616854587
301.0,310.9,1679,29.8,64,True,False,9.899999999999977,522001.1,5239.569171608081,56.34227998851409,1907.2,64.0,8.564185391952197,4.174387269895637
295.7,306.1,1343,54.4,119,True,False,10.400000000000034,411092.30000000005,7650.741533238246,24.687499546185673,6473.599999999999,119.0,8.942688552315625,4.787491742782046
299.3,310.7,1374,48.9,222,False,True,11.399999999999977,426901.8,7035.973738832773,28.09815893459798,10855.8,244.20000000000002,8.858933490089864,5.407171771460119
300.8,309.7,1373,45.4,179,True,False,8.899999999999977,425218.1,6527.622159579896,30.242290082768942,8126.599999999999,179.0,8.78395119841078,5.19295685089021
298.6,309.7,1627,33.4,99,True,False,11.099999999999966,503881.89999999997,5690.6599887615275,48.71257339183913,3306.6,99.0,8.64675722249257,4.605170185988092
300.4,311.5,1492,44.6,149,True,False,11.100000000000023,464758.0,6968.387608878545,33.45291404814094,6645.400000000001,149.0,8.849282638901531,5.0106352940962555
300.4,310.5,2424,14.5,12,True,False,10.100000000000023,752652.0,3680.6899529458015,167.17240226397226,174.0,12.0,8.211127152094798,2.5649493574615367
301.3,310.5,1365,47.7,70,True,False,9.199999999999989,423832.5,6818.355615718608,28.616351601334348,3339.0,70.0,8.82752026187483,4.2626798770413155
300.0,309.6,1694,28.7,94,True,False,9.600000000000023,524462.4,5091.244110456595,59.02438818730354,2697.7999999999997,94.0,8.535473898523616,4.553876891600541
301.4,310.3,2203,16.6,169,True,False,8.900000000000034,683590.9,3829.5805007749345,132.7108353788653,2805.4,169.0,8.250771637471574,5.135798437050262
302.4,310.9,1469,39.6,86,True,False,8.5,456712.1,6091.799482722897,37.095958659192966,3405.6,86.0,8.714862940257253,4.465908118654584
297.3,308.6,1584,29.4,141,False,True,11.300000000000011,488822.4,4876.757108020507,53.87754918783846,4145.4,155.10000000000002,8.492440784182406,4.955827057601261
304.2,313.6,1424,43.7,151,False,True,9.400000000000034,446566.4,6516.584697390285,32.58581161130866,6598.700000000001,166.10000000000002,8.782259141103392,5.0238805208462765
298.9,310.0,1719,27.3,58,True,False,11.100000000000023,532890.0,4914.361972083978,62.967030660548325,1583.4,58.0,8.500120676275197,4.07753744390572
297.4,309.2,1620,33.2,28,True,False,11.800000000000011,500904.0,5632.247309355781,48.79517925315725,929.6000000000001,28.0,8.6364413415979,3.367295829986474
302.1,311.2,1454,46.8,0,True,False,9.099999999999966,452484.8,7125.886120578512,31.0683754045219,0.0,0.0,8.87162968878273,0.0
301.9,310.9,1486,40.3,6,True,False,9.0,461997.39999999997,6271.22631114492,36.87344821653975,241.79999999999998,6.0,8.743886644151107,1.9459101490553132
297.2,308.5,1550,41.5,125,True,False,11.300000000000011,478175.0,6736.098248072115,37.34939669037598,5187.5,125.0,8.815384584210731,4.836281906951478
298.0,308.9,1339,51.4,68,False,True,10.899999999999977,413617.1,7207.295258208536,26.050583150766865,3495.2,74.80000000000001,8.882987761019782,4.23410650459726
300.2,311.6,1999,21.0,19,True,False,11.400000000000034,622888.4,4396.030600168197,95.19047165759659,399.0,19.0,8.388684728485272,2.995732273553991
296.9,308.0,1546,31.1,11,True,False,11.100000000000023,476168.0,5034.988658006313,49.710609334064,342.1,11.0,8.524365142978683,2.4849066497880004
303.5,312.8,1404,55.8,84,False,False,9.300000000000011,439171.2,8204.080719290529,25.161289871661474,4687.2,100.8,9.01250884129305,4.442651256490317
297.2,308.5,1494,39.6,181,True,False,11.300000000000011,460899.0,6195.47204029136,37.727271774563846,7167.6,181.0,8.731735383317126,5.204006687076795
302.1,311.5,1987,20.1,21,True,False,9.399999999999977,618950.5,4182.3708837975555,98.85571647483997,422.1,21.0,8.338872632058122,3.091042453358316
300.6,310.8,1378,51.2,119,True,False,10.199999999999989,428282.4,7388.355714810427,26.914061974334725,6092.8,119.0,8.907795826760017,4.787491742782046
302.6,312.4,1398,41.6,40,True,False,9.799999999999955,436735.19999999995,6090.16585454303,33.60576842293826,1664.0,40.0,8.714594779909708,3.713572066704308
298.7,309.7,1697,29.8,74,False,False,11.0,525560.9,5295.740848254267,56.946306813882316,2205.2000000000003,88.8,8.574846976098927,4.31748811353631
296.7,308.0,1451,50.7,197,True,False,11.300000000000011,446908.0,7703.782089206355,28.619328824076355,9987.900000000001,197.0,8.949596465615974,5.288267030694535
300.5,311.9,1370,44.8,20,False,True,11.399999999999977,427302.99999999994,6427.279690224237,30.580356460259903,896.0,22.0,8.768462237146696,3.044522437723423
301.3,311.1,1560,35.3,55,True,False,9.800000000000011,485316.00000000006,5766.707474929423,44.192633308990565,1941.4999999999998,55.0,8.660029962513926,4.02535169073515
300.9,311.0,1567,34.3,130,False,True,10.100000000000023,487337.0,5628.487870146985,45.6851298634073,4459.0,143.0,8.635773752546307,4.875197323201151
303.7,312.7,1395,53.9,123,True,False,9.0,436216.5,7873.930747324777,25.88126111537549,6629.7,123.0,8.971439669664662,4.820281565605037
301.0,310.9,1495,37.3,21,False,False,9.899999999999977,464795.49999999994,5839.540064615147,40.0804278798813,783.3,25.2,8.672578548364218,3.091042453358316
303.6,312.7,2174,17.6,37,False,True,9.099999999999966,679809.7999999999,4006.82915829047,123.52272025439088,651.2,40.7,8.296005016679194,3.6375861597263857
297.5,309.1,1540,38.5,176,False,True,11.600000000000023,476014.00000000006,6208.8342810446275,39.99999896103899,6776.0,193.60000000000002,8.73388948874933,5.176149732573829
297.6,308.4,1569,38.3,93,False,True,10.799999999999955,483879.6,6292.892828479178,40.96605637164344,3561.8999999999996,102.30000000000001,8.747335049910138,4.543294782270004
302.3,311.7,2170,18.2,91,True,False,9.399999999999977,676389.0,4135.802008695843,119.23076267962843,1656.2,91.0,8.327678306649444,4.5217885770490405
298.0,308.5,1713,25.3,124,True,False,10.5,528460.5,4538.438995155423,67.70750720523687,3137.2000000000003,124.0,8.420558714051047,4.8283137373023015
302.7,312.4,1477,46.3,251,True,False,9.699999999999989,461414.8,7161.270925833444,31.90064725916529,11621.3,251.0,8.876582378079915,5.529429087511423
297.1,308.0,1559,38.8,229,False,False,10.899999999999977,480172.0,6334.4142113841235,40.180411335556414,8885.199999999999,274.8,8.753910475208782,5.438079308923196
300.3,309.2,1649,32.4,50,True,False,8.899999999999977,509870.8,5594.925188631134,50.895060157559875,1620.0,50.0,8.62979396697391,3.9318256327243257
300.2,309.7,1448,36.8,14,True,False,9.5,448445.6,5580.138759208238,39.34782501772215,515.1999999999999,14.0,8.627148113265283,2.70805020110221
298.3,309.4,1356,45.4,96,True,False,11.099999999999966,419546.39999999997,6446.799452578542,29.867840751809677,4358.4,96.0,8.771494181435182,4.574710978503383
301.8,310.7,1597,30.8,74,True,False,8.899999999999977,496187.89999999997,5150.913426923777,51.85064766718676,2279.2000000000003,74.0,8.54712346386268,4.31748811353631
299.0,310.2,1516,35.3,102,True,False,11.199999999999989,470263.2,5604.056751277568,42.94617442078827,3600.6,102.0,8.631424460571427,4.634728988229636
302.2,311.3,1510,37.1,10,False,True,9.100000000000023,470063.0,5866.50540155846,40.70080752828012,371.0,11.0,8.677184848314182,2.3978952727983707
299.2,308.4,1330,51.2,56,False,True,9.199999999999989,410171.99999999994,7130.996444628352,25.976561992645273,2867.2000000000003,61.60000000000001,8.87234648047314,4.04305126783455
300.2,309.5,1500,45.7,89,False,True,9.300000000000011,464250.0,7178.539213452678,32.82275639337513,4067.3,97.9,8.878990483583529,4.499809670330265
301.6,310.7,1683,29.7,131,True,False,9.099999999999966,522908.1,5234.427431631706,56.666664758698154,3890.7,131.0,8.563203768802824,4.882801922586371
299.9,310.4,1419,45.7,178,True,False,10.5,440457.6,6790.8980959262335,31.050327548132877,8134.6,178.0,8.8234857243342,5.187385805840755
298.6,309.0,1469,46.0,4,True,False,10.399999999999977,453921.0,7076.3327324558895,31.934781914461265,184.0,4.0,8.864652383002202,1.6094379124341003
300.9,311.0,2235,15.8,156,True,False,10.100000000000023,695085.0,3697.9687125405458,141.45568724964005,2464.8,156.0,8.215809333440516,5.056245805348308
301.9,310.8,1400,58.2,79,True,False,8.900000000000034,435120.0,8532.565647149877,24.054982404553567,4597.8,79.0,9.051762565704346,4.382026634673881
298.2,308.3,1448,43.3,199,False,True,10.100000000000023,446418.4,6565.761094394476,33.44110777272269,8616.699999999999,218.9,8.789776005811607,5.298317366548036
298.2,308.9,1367,45.0,85,True,False,10.699999999999989,422266.3,6441.835736185871,30.377777102716067,3825.0,85.0,8.770724053886724,4.454347296253507
298.6,309.1,1587,37.3,203,False,True,10.5,490541.7,6198.896376283771,42.546915749412456,7571.9,223.3,8.732287857390894,5.318119993844216
300.5,309.9,1480,40.0,148,True,False,9.399999999999977,458651.99999999994,6199.409503083858,36.99999907500003,5920.0,148.0,8.732370617736544,5.003946305945459
300.8,310.2,1850,22.8,33,True,False,9.399999999999977,573870.0,4417.07927094725,81.14034731840582,752.4,33.0,8.393460326541422,3.5263605246161616
298.1,308.6,1558,42.4,14,True,False,10.5,480798.80000000005,6917.703247400629,36.74528215223391,593.6,14.0,8.841983639057513,2.70805020110221
297.1,308.1,1446,36.6,227,True,False,11.0,445512.60000000003,5542.146432050826,39.50819564185258,8308.2,227.0,8.620317566543505,5.429345628954441
302.3,311.8,1475,42.8,38,False,False,9.5,459905.0,6610.958140704121,34.462616017228605,1626.3999999999999,45.6,8.796635128113875,3.6635616461296463
301.1,310.6,1611,35.2,70,True,False,9.5,500376.60000000003,5938.364097521571,45.767044154345335,2464.0,70.0,8.689357352336673,4.2626798770413155
300.4,310.5,1578,32.8,26,True,False,10.100000000000023,489969.0,5420.126973385398,48.10975463080017,852.8,26.0,8.598059001488416,3.295836866004329
297.3,308.5,1710,27.7,138,False,True,11.199999999999989,527535.0,4960.260640752925,61.73284975693683,3822.6,151.8,8.509415148867548,4.9344739331306915
302.5,310.5,1520,41.2,154,True,False,8.0,471960.0,6557.969944613575,36.89320298802905,6344.8,154.0,8.78858884897093,5.043425116919247
302.2,310.7,1601,33.0,166,False,True,8.5,497430.69999999995,5532.658822236985,48.51515004499546,5478.0,182.60000000000002,8.618604507242344,5.117993812416755
297.2,308.6,1636,31.3,192,True,False,11.400000000000034,504869.60000000003,5362.363556461394,52.26836893711281,6009.6,192.0,8.587346586441297,5.262690188904886
297.1,307.8,1636,30.3,90,True,False,10.699999999999989,503560.80000000005,5191.042037085631,53.99339755797367,2727.0,90.0,8.554882354862249,4.51085950651685
296.2,307.2,1552,34.8,8,False,True,11.0,476774.39999999997,5655.872086110775,44.59769986788219,278.4,8.8,8.640626383475485,2.1972245773362196
300.3,311.4,1318,52.7,13,True,False,11.099999999999966,410425.19999999995,7273.6875829544,25.009487191470832,685.1,13.0,8.892156147193782,2.6390573296152584
299.8,309.2,1400,42.6,210,True,False,9.399999999999977,432880.0,6245.486195336508,32.863848993806364,8946.0,210.0,8.739774375885693,5.351858133476067
298.6,309.5,1420,50.4,82,False,False,10.899999999999977,439490.0,7494.583434403809,28.174602615583282,4132.8,98.39999999999999,8.922069250656351,4.418840607796598
301.9,310.8,1906,21.7,62,True,False,8.900000000000034,592384.8,4331.230015700153,87.83409733483423,1345.3999999999999,62.0,8.373837703594983,4.143134726391533
302.1,310.8,1565,35.3,6,True,False,8.699999999999989,486402.0,5785.190511708043,44.334276364468096,211.79999999999998,6.0,8.663229411317568,1.9459101490553132
302.4,311.1,1905,20.9,77,True,False,8.700000000000045,592645.5,4169.364690211693,91.14832099768799,1609.3,77.0,8.33575876665508,4.356708826689592
298.6,309.8,1419,44.9,115,False,True,11.199999999999989,439606.2,6672.020229914395,31.60356277052199,5163.5,126.50000000000001,8.805827844506144,4.7535901911063645
296.9,307.8,1285,52.1,100,True,False,10.900000000000034,395523.0,7010.830525628543,24.66410701220524,5210.0,100.0,8.855354076557452,4.61512051684126
298.3,308.5,1664,31.6,144,True,False,10.199999999999989,513344.0,5506.416051603998,52.6582261817017,4550.400000000001,144.0,8.61385083600091,4.976733742420574
296.8,307.9,1337,56.5,5,True,False,11.099999999999966,411662.3,7910.582661616658,23.663716395332454,282.5,5.0,8.976083124390703,1.791759469228055
302.2,311.2,1692,28.2,122,False,False,9.0,526550.4,4996.640283681493,59.9999978723405,3440.4,146.4,8.516721136752263,4.812184355372417
298.7,309.9,1404,47.1,64,True,False,11.199999999999989,435099.6,6924.94985445491,29.808916564566527,3014.4,64.0,8.843030484747723,4.174387269895637
298.2,307.6,1511,31.0,209,True,False,9.400000000000034,464783.60000000003,4905.178049559983,48.74193391155052,6479.0,209.0,8.498250516365347,5.3471075307174685
300.5,309.7,1580,42.8,196,True,False,9.199999999999989,489326.0,7081.568720211872,36.91588698794657,8388.8,196.0,8.865391934476078,5.2832037287379885
302.8,310.6,1404,43.2,203,True,False,7.800000000000011,436082.4,6351.5463633217005,32.4999992476852,8769.6,203.0,8.75661101360479,5.318119993844216
302.0,310.8,1609,35.2,4,False,True,8.800000000000011,500077.2,5930.991826761146,45.71022597414131,140.8,4.4,8.688115325435085,1.6094379124341003
299.2,308.5,1457,44.7,195,True,False,9.300000000000011,449484.5,6820.17773945769,32.59507757057992,8716.5,195.0,8.82778742499851,5.278114659230517
299.2,308.5,1742,28.9,150,False,True,9.300000000000011,537407.0,5271.990407793128,60.276814523293616,4335.0,165.0,8.57035292041126,5.017279836814924
302.9,311.0,1469,48.7,130,False,False,8.100000000000023,456859.0,7491.682697186997,30.16427042783839,6331.0,156.0,8.921682182902474,4.875197323201151
297.8,308.5,1448,40.0,192,True,False,10.699999999999989,446708.0,6065.368216530695,36.199999095000024,7680.0,192.0,8.710515388109302,5.262690188904886
